Province,District,2016-Jan-Mar,2016-Apr-Jun,2016-Jul-Sep,2016-Oct-Dec,2017-Jan-Mar,2017-Apr-Jun,2017-Jul-Sep,2017-Oct-Dec,2018-Jan-Mar,2018-Apr-Jun,2018-Jul-Sep,2018-Oct-Dec,NA,2019-Jan-Mar,2019-Apr-Jun,2019-Jul-Sep,2019-Oct-Dec,NA,2020-Jan,2020-Feb,2020-Mar,2020-Apr,2020-May,2020-Jun,2020-Jul,2020-Aug,2020-Sep,2020-Oct,2020-Nov,2020-Dec,2021-Jan,2021-Feb,2021-Mar,2021-Apr,2021-May,2021-Jun,2021-Jul,2021-Aug,2021-Sep,2021-Oct,2021-Nov,2021-Dec
JAMBI,KOTA JAMBI,65,75,51,67,94,90,88,92,95,94,46,90,#DIV/0!,94,93,94,93,#DIV/0!,73,64,64,64,68,60,50,47,48,47,35,46,47,40,44,22,6,0,0,0,0,0,#DIV/0!,#DIV/0!
JAMBI,KOTA SUNGAI PENUH,87,82,100,100,96,94,92,100,100,100,88,60,#DIV/0!,73,89,88,100,#DIV/0!,70,100,88,50,67,100,100,#DIV/0!,88,100,50,50,100,67,100,75,20,0,0,0,0,0,#DIV/0!,#DIV/0!
JAMBI,MERANGIN,92,83,22,57,83,95,94,100,97,100,100,100,100,99,97,99,100,#DIV/0!,26,47,41,53,25,45,43,30,31,41,21,24,30,31,33,0,3,0,0,0,0,0,0,#DIV/0!
JAMBI,MUARO JAMBI,99,93,90,96,99,98,99,25,97,62,98,99,#DIV/0!,100,97,98,99,#DIV/0!,29,41,19,31,50,56,32,33,47,58,33,50,35,32,27,16,5,0,0,0,0,0,#DIV/0!,#DIV/0!
JAMBI,SAROLANGUN,96,98,99,100,99,100,99,99,99,98,98,98,#DIV/0!,99,100,100,91,#DIV/0!,73,80,69,86,55,71,52,67,37,48,30,41,38,20,39,35,0,0,0,0,0,0,#DIV/0!,#DIV/0!
JAMBI,TANJUNG JABUNG BARAT,93,97,92,99,94,100,94,100,99,100,98,99,#DIV/0!,100,97,100,97,100,65,91,82,75,58,82,74,78,88,46,72,67,33,64,39,29,14,0,0,0,0,0,#DIV/0!,#DIV/0!
JAMBI,TANJUNG JABUNG TIMUR,#DIV/0!,19,100,0,100,0,0,0,100,98,84,96,#DIV/0!,71,0,3,97,0,96,95,86,73,92,75,62,93,89,100,93,64,100,79,67,31,10,0,0,0,0,0,#DIV/0!,#DIV/0!
JAMBI,TEBO,96,93,96,97,92,92,100,95,69,91,97,94,#DIV/0!,75,78,86,88,#DIV/0!,70,75,63,88,58,70,69,80,76,53,76,63,48,55,46,35,25,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,BANYU ASIN,97,94,97,97,94,96,98,97,98,97,97,96,#DIV/0!,99,99,100,100,#DIV/0!,94,95,90,92,98,89,90,96,94,98,83,89,26,41,25,14,5,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,EMPAT LAWANG,100,100,0,#DIV/0!,100,100,97,0,97,100,95,98,#DIV/0!,99,81,100,98,#DIV/0!,94,100,100,100,93,100,100,100,100,100,100,95,100,94,91,25,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
SUMSEL,KOTA LUBUKLINGGAU,86,89,91,94,99,95,96,99,96,99,97,97,#DIV/0!,96,96,98,96,#DIV/0!,91,82,90,83,83,100,87,94,93,81,79,95,45,48,30,23,0,0,0,0,0,0,0,#DIV/0!
SUMSEL,KOTA PAGAR ALAM,67,55,81,78,93,90,100,#DIV/0!,98,100,99,100,#DIV/0!,97,100,85,98,#DIV/0!,12,33,13,25,0,13,11,9,8,0,11,0,40,38,10,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,KOTA PALEMBANG,97,97,96,96,92,93,95,93,96,93,95,95,6,90,93,82,86,80,87,86,89,89,89,85,84,87,88,89,85,84,28,34,23,16,5,0,0,0,0,0,0,#DIV/0!
SUMSEL,KOTA PRABUMULIH,93,90,20,5,95,99,94,100,95,89,92,91,#DIV/0!,99,99,100,99,#DIV/0!,83,89,85,80,91,80,77,80,88,85,97,88,52,5,13,6,0,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,LAHAT,84,89,93,92,92,97,99,99,98,94,100,99,#DIV/0!,100,100,99,98,#DIV/0!,89,87,94,91,95,92,79,88,71,67,86,100,37,23,32,13,0,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,MUARA ENIM,95,94,95,95,93,95,97,95,96,97,94,91,#DIV/0!,93,95,93,93,#DIV/0!,86,79,91,83,84,87,85,90,92,85,78,90,75,64,42,28,2,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,MUSI BANYUASIN,98,98,95,98,97,97,98,96,97,95,95,87,#DIV/0!,97,98,98,99,#DIV/0!,95,97,94,88,91,90,85,83,92,92,75,83,59,56,36,47,7,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,MUSI RAWAS,93,100,93,93,98,95,97,90,95,92,90,95,#DIV/0!,93,91,99,93,#DIV/0!,93,96,90,93,82,92,88,89,92,79,94,93,73,62,41,26,3,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,MUSI RAWAS UTARA,97,98,97,94,98,97,89,#DIV/0!,99,99,95,0,#DIV/0!,100,100,100,100,#DIV/0!,85,95,84,56,70,83,77,79,91,50,57,55,63,46,38,67,13,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,OGAN ILIR,95,97,96,92,97,99,98,99,97,98,96,98,#DIV/0!,97,98,96,98,#DIV/0!,90,95,89,94,88,83,97,95,97,97,83,90,68,46,56,53,11,0,0,0,0,0,0,#DIV/0!
SUMSEL,OGAN KOMERING ILIR,87,91,96,88,95,91,90,95,94,95,97,93,#DIV/0!,96,94,93,96,#DIV/0!,93,88,92,89,97,93,94,95,87,95,93,85,51,50,40,21,3,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,OGAN KOMERING ULU,100,96,97,94,97,99,100,99,100,98,99,100,#DIV/0!,100,100,100,100,#DIV/0!,98,97,86,100,81,83,96,100,88,100,90,100,18,9,16,13,2,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,OGAN KOMERING ULU SELATAN,97,95,100,94,100,98,100,99,100,100,96,0,#DIV/0!,93,72,70,89,#DIV/0!,80,78,88,91,100,86,86,100,76,87,100,92,83,82,63,80,27,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,OGAN KOMERING ULU TIMUR,90,90,93,97,98,100,100,99,99,100,99,97,#DIV/0!,98,98,98,99,#DIV/0!,98,93,96,97,90,96,96,88,93,94,87,84,11,18,17,15,3,0,0,0,0,0,#DIV/0!,#DIV/0!
SUMSEL,PENUKAL ABAB,95,85,66,66,99,96,#DIV/0!,#DIV/0!,94,99,98,96,#DIV/0!,100,98,99,99,#DIV/0!,84,93,94,88,57,68,74,37,44,64,71,88,85,81,76,94,30,0,0,0,0,0,0,#DIV/0!
BABEL,BANGKA,75,69,78,75,89,80,77,82,90,98,89,96,#DIV/0!,92,95,90,93,#DIV/0!,88,95,93,91,80,90,58,60,56,57,60,65,32,27,17,19,0,0,0,0,0,0,#DIV/0!,#DIV/0!
BABEL,BANGKA BARAT,72,82,82,86,93,94,77,72,82,88,75,79,#DIV/0!,85,88,90,84,#DIV/0!,100,81,44,82,60,60,60,50,59,53,53,14,33,53,53,11,0,0,0,0,0,0,0,#DIV/0!
BABEL,BANGKA SELATAN,87,70,86,94,88,86,91,91,95,92,89,82,#DIV/0!,89,94,95,91,#DIV/0!,88,96,86,71,70,77,57,78,73,40,57,78,21,60,73,29,0,0,0,0,0,0,#DIV/0!,#DIV/0!
BABEL,BANGKA TENGAH,80,86,86,97,96,96,90,95,89,92,84,89,73,92,86,82,87,#DIV/0!,89,60,78,29,50,64,75,42,36,21,38,47,7,11,8,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
BABEL,BELITUNG,74,84,72,80,83,84,91,95,59,82,70,73,#DIV/0!,83,81,89,91,#DIV/0!,96,83,71,81,100,94,76,88,93,64,87,64,75,54,56,29,8,0,0,0,0,0,#DIV/0!,#DIV/0!
BABEL,BELITUNG TIMUR,93,85,83,93,66,94,74,92,96,95,92,95,#DIV/0!,85,82,75,83,#DIV/0!,92,78,93,80,83,100,100,100,100,100,88,73,100,80,83,45,75,0,0,0,0,0,0,#DIV/0!
BABEL,KOTA PANGKAL PINANG,96,86,90,84,89,91,89,86,95,95,98,98,#DIV/0!,98,97,95,93,#DIV/0!,91,86,77,70,87,90,41,41,37,23,49,48,43,11,12,32,0,0,0,0,0,0,#DIV/0!,#DIV/0!
BENGKULU,BENGKULU SELATAN,96,98,97,100,100,98,91,98,96,100,98,98,#DIV/0!,90,87,96,100,#DIV/0!,95,94,70,100,78,92,92,88,100,25,10,0,8,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
BENGKULU,BENGKULU TENGAH,94,95,97,100,88,0,91,81,95,87,92,95,#DIV/0!,93,90,18,0,#DIV/0!,73,38,88,33,#DIV/0!,40,67,100,57,0,56,25,70,54,86,80,20,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
BENGKULU,BENGKULU UTARA,96,90,95,100,96,96,100,99,96,98,97,95,#DIV/0!,93,92,98,97,100,69,91,90,90,100,100,93,100,80,90,63,75,77,69,71,25,0,0,0,0,0,0,#DIV/0!,#DIV/0!
BENGKULU,KAUR,100,100,100,100,87,4,0,0,0,100,0,0,#DIV/0!,49,89,78,100,#DIV/0!,83,71,71,100,100,80,100,83,50,40,57,#DIV/0!,100,100,100,25,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
BENGKULU,KEPAHIANG,100,87,100,100,94,95,100,100,99,100,99,100,#DIV/0!,98,99,99,100,#DIV/0!,76,56,50,40,61,21,45,50,44,50,44,11,0,15,10,0,0,0,#DIV/0!,0,0,0,#DIV/0!,#DIV/0!
BENGKULU,KOTA BENGKULU,77,66,79,88,86,93,93,96,77,91,94,55,#DIV/0!,71,69,95,98,#DIV/0!,96,96,86,60,80,100,97,96,94,63,69,81,50,43,26,25,0,0,0,0,0,0,#DIV/0!,#DIV/0!
BENGKULU,LEBONG,100,100,100,100,97,100,100,0,100,100,100,100,#DIV/0!,98,2,98,58,#DIV/0!,92,83,56,82,67,87,32,60,13,0,50,56,23,6,17,50,0,0,0,0,0,0,#DIV/0!,#DIV/0!
BENGKULU,MUKOMUKO,95,99,97,100,99,46,43,25,39,40,39,1,#DIV/0!,99,100,99,100,#DIV/0!,100,95,88,100,100,92,100,92,81,100,89,88,75,33,46,46,8,0,0,0,0,0,#DIV/0!,#DIV/0!
BENGKULU,REJANG LEBONG,94,88,86,95,83,77,83,82,78,89,76,78,#DIV/0!,77,75,84,68,#DIV/0!,84,68,74,88,75,70,68,60,55,53,57,57,25,13,12,35,8,0,0,0,0,0,#DIV/0!,#DIV/0!
BENGKULU,SELUMA,93,91,91,85,94,84,96,42,100,100,98,100,#DIV/0!,96,97,100,36,#DIV/0!,67,50,0,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,50,#DIV/0!,#DIV/0!
LAMPUNG,KOTA BANDAR LAMPUNG,85,50,88,91,83,89,91,81,96,94,96,95,22,97,99,97,94,0,93,88,89,93,88,86,83,84,84,88,84,85,59,59,46,31,6,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,KOTA METRO,98,97,95,90,90,86,88,89,100,99,95,99,#DIV/0!,97,96,97,96,#DIV/0!,98,98,96,100,92,89,94,90,81,100,95,68,92,86,73,67,29,0,0,0,0,0,0,#DIV/0!
LAMPUNG,LAMPUNG BARAT,8,0,0,0,71,68,77,53,92,90,89,96,#DIV/0!,89,98,92,93,#DIV/0!,81,77,57,72,100,82,53,75,71,81,88,90,70,75,38,13,15,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,LAMPUNG SELATAN,98,98,99,99,99,96,99,0,99,100,100,#DIV/0!,25,100,100,100,100,#DIV/0!,80,79,81,64,55,62,64,57,55,62,59,70,46,44,48,33,14,0,0,0,0,0,0,#DIV/0!
LAMPUNG,LAMPUNG TENGAH,97,99,98,92,94,97,98,99,99,99,100,100,70,92,96,92,91,0,87,89,85,86,81,77,78,82,89,78,75,74,77,57,31,31,4,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,LAMPUNG TIMUR,94,95,#DIV/0!,95,96,99,96,#DIV/0!,98,99,99,100,100,100,100,100,99,#DIV/0!,97,95,98,94,89,95,90,94,91,89,72,78,59,53,47,32,13,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,LAMPUNG UTARA,0,100,100,0,100,100,100,100,90,96,97,95,100,99,98,99,98,#DIV/0!,34,33,46,40,20,30,34,19,28,18,43,9,38,36,33,43,16,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,MESUJI,93,14,0,0,100,0,100,100,100,100,100,100,0,96,93,96,94,#DIV/0!,88,91,95,96,93,100,97,100,95,100,94,93,85,80,61,69,57,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,PESAWARAN,100,100,98,100,98,100,98,75,100,99,99,98,100,96,98,94,96,#DIV/0!,74,58,72,83,74,69,81,59,68,42,36,35,34,30,18,27,29,0,0,0,0,0,0,#DIV/0!
LAMPUNG,PESISIR BARAT,80,75,76,81,95,78,86,68,90,89,79,90,#DIV/0!,89,86,100,100,#DIV/0!,94,69,68,100,60,75,78,58,82,63,75,50,33,33,27,33,14,0,0,0,0,0,0,#DIV/0!
LAMPUNG,PRINGSEWU,#DIV/0!,96,93,93,89,98,88,96,100,95,99,99,#DIV/0!,96,100,99,99,#DIV/0!,70,72,70,74,51,52,61,56,77,84,95,81,77,45,54,38,13,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,TANGGAMUS,78,70,41,96,92,91,91,93,92,96,93,93,100,93,91,94,97,#DIV/0!,76,58,60,77,86,81,82,77,73,75,70,77,78,73,44,35,2,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,TULANGBAWANG,91,94,93,97,97,93,95,25,97,97,98,98,#DIV/0!,95,95,96,98,#DIV/0!,90,85,96,89,88,80,74,67,76,61,53,41,58,58,41,22,3,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,TULANG BAWANG BARAT,86,90,83,92,88,91,94,88,96,98,99,100,100,100,96,100,100,#DIV/0!,96,81,77,83,78,70,89,84,80,81,97,75,82,73,75,52,10,0,0,0,0,0,#DIV/0!,#DIV/0!
LAMPUNG,WAY KANAN,97,98,98,73,22,62,97,0,98,98,97,100,27,98,99,100,100,#DIV/0!,67,71,66,53,58,30,53,33,42,36,30,52,68,75,61,32,0,0,0,0,0,0,#DIV/0!,#DIV/0!
BANTEN,KOTA CILEGON,83,77,75,83,86,87,87,84,95,93,93,93,#DIV/0!,93,91,93,94,0,89,95,92,95,87,91,89,92,91,90,87,88,47,42,35,12,2,0,0,0,0,0,#DIV/0!,#DIV/0!
BANTEN,KOTA SERANG,82,100,92,95,95,92,90,90,88,88,87,85,#DIV/0!,82,90,93,91,#DIV/0!,85,87,93,88,90,87,91,78,91,89,81,72,69,67,61,43,5,0,0,0,0,0,0,#DIV/0!
BANTEN,KOTA TANGERANG,94,96,95,94,92,93,92,93,92,95,96,96,37,79,87,91,88,32,85,87,87,84,74,80,70,64,71,61,56,50,44,35,32,16,2,1,0,0,0,0,0,#DIV/0!
BANTEN,KOTA TANGERANG SELATAN,83,84,81,81,84,84,85,85,93,94,93,94,62,92,92,92,88,64,76,81,80,77,71,69,73,76,70,63,64,60,40,30,26,17,4,0,0,0,0,0,0,#DIV/0!
BANTEN,LEBAK,#DIV/0!,94,95,96,94,94,95,96,96,95,95,96,#DIV/0!,75,83,56,67,#DIV/0!,97,98,97,96,95,96,98,98,89,88,95,92,60,55,49,24,4,0,0,0,0,0,0,#DIV/0!
BANTEN,PANDEGLANG,94,95,95,92,93,92,92,92,94,94,95,92,#DIV/0!,93,93,91,93,0,94,92,91,87,86,87,91,86,88,89,93,81,62,60,51,30,1,0,0,0,0,0,#DIV/0!,#DIV/0!
BANTEN,SERANG,95,97,97,98,98,96,96,96,97,97,96,87,58,80,83,85,86,#DIV/0!,91,93,94,93,92,95,89,83,82,70,59,62,27,19,17,6,0,0,0,0,0,0,0,#DIV/0!
BANTEN,TANGERANG,88,85,90,86,87,87,88,87,85,87,88,90,26,88,86,89,89,12,90,92,89,89,87,84,81,82,77,72,73,69,47,44,43,29,9,0,0,0,0,0,0,#DIV/0!
DKI JAKARTA,KEPULAUAN SERIBU,92,62,57,89,87,38,50,48,92,83,75,94,#DIV/0!,94,93,73,92,#DIV/0!,71,56,75,67,0,100,#DIV/0!,0,100,60,33,#DIV/0!,#DIV/0!,100,100,50,25,0,0,0,0,0,#DIV/0!,#DIV/0!
DKI JAKARTA,KOTA JAKARTA BARAT,86,86,86,87,86,89,87,86,91,91,89,90,100,88,90,92,76,#DIV/0!,73,66,64,53,57,61,75,68,56,66,49,52,38,32,26,17,7,0,0,0,0,0,0,#DIV/0!
DKI JAKARTA,KOTA JAKARTA PUSAT,73,74,74,74,76,78,81,72,70,73,77,77,64,78,79,78,78,#DIV/0!,64,65,70,68,64,69,56,54,60,36,31,39,31,27,22,16,5,0,0,0,0,0,0,#DIV/0!
DKI JAKARTA,KOTA JAKARTA SELATAN,83,78,78,80,73,71,74,70,72,75,76,78,100,81,82,81,81,#DIV/0!,75,73,71,71,69,69,70,65,68,73,70,62,61,48,39,32,9,0,0,0,0,0,0,#DIV/0!
DKI JAKARTA,KOTA JAKARTA TIMUR,74,76,78,78,88,88,87,84,87,87,84,87,#DIV/0!,89,86,88,88,#DIV/0!,83,82,81,84,80,82,79,78,75,47,42,46,42,30,30,26,7,1,0,0,0,0,0,#DIV/0!
DKI JAKARTA,KOTA JAKARTA UTARA,72,75,77,76,79,82,77,60,64,64,68,71,#DIV/0!,72,68,73,74,#DIV/0!,58,55,59,44,46,45,47,48,59,41,43,38,46,29,24,14,6,0,0,0,0,0,0,#DIV/0!
JABAR,BANDUNG,91,92,91,91,86,85,83,88,73,79,88,89,36,78,88,89,88,7,78,76,75,71,71,67,70,63,61,55,56,56,55,42,37,34,10,0,0,0,0,0,0,#DIV/0!
JABAR,BANDUNG BARAT,93,93,90,90,85,92,91,87,75,82,87,6,26,90,74,89,86,#DIV/0!,86,80,83,77,68,78,85,65,81,81,65,71,49,41,39,42,14,0,0,1,0,0,0,#DIV/0!
JABAR,BEKASI,95,95,90,97,92,89,90,87,95,93,91,91,45,64,67,73,76,22,62,66,65,57,49,55,58,59,57,55,51,53,56,39,37,24,10,0,0,0,0,0,0,#DIV/0!
JABAR,BOGOR,89,92,90,83,84,84,85,85,93,92,86,88,#DIV/0!,76,81,82,82,#DIV/0!,70,67,68,63,64,66,73,65,58,52,57,48,41,32,26,21,6,1,0,0,0,0,0,#DIV/0!
JABAR,CIAMIS,96,95,90,99,94,93,97,97,93,96,94,95,100,95,93,92,82,#DIV/0!,84,88,87,86,81,93,83,83,78,76,71,68,48,50,36,35,10,0,0,0,0,0,#DIV/0!,#DIV/0!
JABAR,CIANJUR,90,92,94,93,95,80,93,97,95,95,85,79,29,92,68,87,95,97,74,75,76,67,66,66,70,70,60,53,54,55,44,33,37,22,12,0,0,0,0,0,0,#DIV/0!
JABAR,CIREBON,89,93,92,87,88,89,91,93,91,89,91,92,61,71,78,90,88,42,84,81,84,89,87,84,80,78,82,79,81,81,82,80,65,47,18,0,0,0,0,0,0,#DIV/0!
JABAR,GARUT,89,90,93,89,84,88,93,91,86,95,96,57,61,71,69,86,87,0,73,75,68,75,69,70,63,66,54,57,43,53,50,45,49,35,19,0,0,0,0,0,0,#DIV/0!
JABAR,INDRAMAYU,92,93,95,96,94,73,51,48,89,89,89,90,45,84,84,89,90,24,64,74,69,69,77,78,69,68,47,43,44,36,25,22,17,16,2,0,0,0,0,0,#DIV/0!,#DIV/0!
JABAR,KARAWANG,86,93,95,76,77,65,25,44,84,76,70,72,47,64,62,50,78,20,72,78,75,78,73,71,67,70,65,63,58,72,63,61,55,37,9,0,0,0,0,0,0,#DIV/0!
JABAR,KOTA BANDUNG,78,82,80,80,80,80,79,76,85,82,81,80,#DIV/0!,82,78,80,80,#DIV/0!,84,78,82,78,77,76,77,71,68,62,58,54,55,43,31,22,6,0,0,0,0,0,0,#DIV/0!
JABAR,KOTA BANJAR,97,90,96,99,96,99,93,98,99,99,98,99,#DIV/0!,99,98,98,100,#DIV/0!,100,97,98,90,100,89,89,100,83,83,30,40,92,83,100,59,0,0,0,0,0,0,#DIV/0!,#DIV/0!
JABAR,KOTA BEKASI,85,84,83,80,81,78,79,79,76,76,69,75,42,53,74,72,68,17,56,56,57,54,54,53,50,51,56,53,44,49,37,37,40,30,8,0,0,0,0,0,0,#DIV/0!
JABAR,KOTA BOGOR,85,93,89,89,85,93,80,78,85,78,84,83,#DIV/0!,86,86,84,81,#DIV/0!,52,38,40,43,38,36,34,38,31,38,37,36,22,20,12,9,2,0,0,0,0,0,0,#DIV/0!
JABAR,KOTA CIMAHI,96,95,96,92,94,96,96,96,86,96,96,96,#DIV/0!,91,93,97,96,#DIV/0!,78,77,74,69,75,70,72,75,67,57,48,41,31,36,30,17,5,0,0,0,0,0,0,#DIV/0!
JABAR,KOTA CIREBON,92,93,95,96,95,97,96,96,65,89,49,85,#DIV/0!,91,94,90,92,#DIV/0!,92,81,83,73,63,60,69,61,69,56,56,85,51,32,43,40,7,0,0,0,0,0,0,#DIV/0!
JABAR,KOTA DEPOK,81,87,87,93,83,83,85,80,90,90,90,89,64,76,83,78,77,29,85,83,84,85,77,83,81,73,71,64,62,55,47,45,33,24,8,0,0,0,0,0,0,#DIV/0!
JABAR,KOTA SUKABUMI,93,89,78,81,75,70,64,72,97,93,95,97,#DIV/0!,64,94,93,91,#DIV/0!,94,91,94,93,79,69,72,58,51,56,56,42,40,41,39,38,10,0,0,0,0,0,#DIV/0!,#DIV/0!
JABAR,KOTA TASIKMALAYA,74,78,74,80,78,81,84,85,88,93,94,92,#DIV/0!,68,62,85,91,#DIV/0!,83,88,88,83,90,78,74,72,70,74,64,69,62,48,51,42,7,0,0,0,0,0,#DIV/0!,#DIV/0!
JABAR,KUNINGAN,91,90,91,93,93,92,94,91,92,93,93,91,#DIV/0!,88,91,92,94,#DIV/0!,84,87,89,85,83,83,80,83,79,81,73,76,75,59,60,43,17,0,0,0,0,0,0,#DIV/0!
JABAR,MAJALENGKA,97,96,98,100,98,98,99,97,90,98,99,99,#DIV/0!,82,84,99,99,0,95,93,94,94,94,94,90,78,83,75,83,87,75,58,53,53,23,0,0,0,0,0,#DIV/0!,#DIV/0!
JABAR,PANGANDARAN,100,99,98,100,93,100,19,83,64,59,64,0,#DIV/0!,42,21,4,0,#DIV/0!,93,81,80,83,77,78,78,53,56,50,42,24,51,8,15,5,0,0,0,0,0,0,#DIV/0!,#DIV/0!
JABAR,PURWAKARTA,98,97,94,93,89,87,89,90,93,91,89,90,#DIV/0!,93,91,88,93,#DIV/0!,98,97,95,95,100,92,94,89,90,87,82,83,81,64,56,44,19,0,0,0,0,0,0,#DIV/0!
JABAR,SUBANG,95,95,92,92,91,88,80,94,95,92,91,91,32,89,91,90,90,56,88,83,86,82,86,86,85,86,79,80,73,70,75,69,68,69,26,0,0,0,0,0,0,#DIV/0!
JABAR,SUKABUMI,98,96,97,89,99,97,90,93,97,95,91,96,32,98,74,78,96,97,50,52,45,48,54,58,53,45,48,40,53,54,35,50,46,43,20,0,0,0,0,0,0,#DIV/0!
JABAR,SUMEDANG,90,96,92,92,91,92,91,91,79,88,95,89,#DIV/0!,93,84,64,77,#DIV/0!,60,59,60,60,56,54,54,47,38,37,31,32,40,29,35,25,12,10,6,0,0,8,#DIV/0!,#DIV/0!
JABAR,TASIKMALAYA,92,95,94,89,95,93,91,92,90,92,89,88,85,84,88,89,85,1,82,70,76,83,80,74,63,71,70,56,56,59,50,42,38,24,13,0,0,0,0,0,0,#DIV/0!
JATENG,BANJARNEGARA,72,86,40,40,79,68,86,65,68,84,75,70,#DIV/0!,75,79,85,90,#DIV/0!,92,96,96,97,90,96,86,91,81,78,68,78,70,73,72,43,5,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,BANYUMAS,86,86,91,84,90,86,90,89,96,91,93,95,45,87,91,92,90,#DIV/0!,76,64,69,68,54,60,48,46,50,49,42,41,36,32,22,22,10,0,0,0,0,0,0,#DIV/0!
JATENG,BATANG,91,93,89,90,89,92,88,87,71,91,89,90,#DIV/0!,89,89,87,89,#DIV/0!,87,89,88,86,82,69,68,59,82,55,62,45,51,36,34,26,3,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,BLORA,88,92,82,86,87,79,75,77,78,86,89,93,#DIV/0!,92,93,96,95,#DIV/0!,92,90,90,82,84,81,91,87,79,81,91,73,79,63,57,29,2,0,0,0,0,0,0,#DIV/0!
JATENG,BOYOLALI,85,79,85,85,77,75,83,83,85,82,85,88,#DIV/0!,79,76,87,84,#DIV/0!,76,88,82,89,78,88,86,71,79,69,63,72,42,54,44,44,15,0,0,0,0,0,0,#DIV/0!
JATENG,BREBES,84,81,85,83,86,86,84,83,73,83,85,89,61,85,86,88,45,56,74,79,73,76,73,75,74,79,78,73,80,65,63,58,52,35,9,0,0,0,0,0,0,#DIV/0!
JATENG,CILACAP,76,78,75,74,78,81,81,88,92,88,90,75,38,68,77,78,82,#DIV/0!,86,83,84,85,88,79,85,80,74,64,68,65,66,58,49,27,2,1,0,0,0,0,0,#DIV/0!
JATENG,DEMAK,90,94,91,92,91,95,90,90,88,94,91,89,#DIV/0!,91,91,90,92,#DIV/0!,86,87,84,84,89,86,76,84,77,78,82,76,75,78,59,35,4,0,0,0,0,0,0,#DIV/0!
JATENG,GROBOGAN,#DIV/0!,62,68,58,78,60,77,78,82,84,78,56,#DIV/0!,70,53,68,72,#DIV/0!,75,82,90,82,79,91,75,84,82,71,79,77,49,37,52,44,21,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,JEPARA,92,93,81,71,83,73,48,23,85,88,90,91,#DIV/0!,88,92,95,95,#DIV/0!,97,89,87,87,86,92,91,96,97,98,85,80,86,76,73,68,14,0,0,0,0,0,0,#DIV/0!
JATENG,KARANGANYAR,86,96,76,92,95,93,94,96,70,79,90,92,#DIV/0!,94,97,93,96,#DIV/0!,86,95,89,96,78,89,76,58,51,52,50,29,36,25,32,14,4,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,KEBUMEN,79,78,74,74,79,75,71,69,93,92,92,92,#DIV/0!,92,91,94,97,#DIV/0!,92,93,90,88,79,88,88,81,81,73,73,79,43,36,34,28,11,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,KENDAL,88,80,73,69,88,92,91,84,78,83,87,90,#DIV/0!,91,89,87,91,#DIV/0!,86,91,86,90,79,89,92,84,90,81,81,75,75,71,63,65,9,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,KLATEN,78,76,82,79,75,79,81,83,89,77,74,83,#DIV/0!,82,72,63,67,#DIV/0!,97,93,90,81,85,87,84,85,82,84,82,74,76,70,69,46,13,0,0,0,0,0,#DIV/0!,#DIV/0!
JATENG,KOTA MAGELANG,83,69,81,80,72,76,70,75,64,63,67,76,#DIV/0!,73,77,69,77,#DIV/0!,74,68,83,84,87,79,82,70,53,78,66,55,61,72,52,20,2,0,0,0,0,0,#DIV/0!,#DIV/0!
